Date,Site,MC,CYN,STX,ANT
5/23/2022,SLRBasaltBoatLaunch,7.45,ND,ND,ND
5/31/2022,ONeillForeBayBoatLaunch,0,,,
5/31/2022,SLRBasaltBoatLaunch,1.29,,,
6/6/2022,SLRDinosaurPoint,0.36,nr,nr,nr
6/13/2022,SLRDinosaurPoint,0.42,,,
6/20/2022,ONeillForeBayBoatLaunch,0,,,
6/20/2022,PachecoPumpingPlant,0.3,,,
6/20/2022,SLRDinosaurPoint,0.51,,,
6/27/2022,PachecoPumpingPlant,0.82,,,
6/27/2022,SLRDinosaurPoint,28,,,
7/5/2022,ONeillForeBayBoatLaunch,0,,,
7/5/2022,PachecoPumpingPlant,1.42,,,
7/5/2022,SLRDinosaurPoint,2.19,,,
7/11/2022,ONeillForeBayOutletCk13,0,,,
7/11/2022,ONeillForeBayGianelliPP,0.31,,,
7/11/2022,PachecoPumpingPlant,1.5,,,
7/11/2022,SLRDinosaurPoint,5.58,,,
7/18/2022,SLRDinosaurPoint,0.58,,,
7/18/2022,PachecoPumpingPlant,3.52,,,
7/25/2022,ONeillForeBayBoatLaunch,0,,,
7/25/2022,ONeillForeBayOutletCk13,0.36,,,
7/25/2022,SLRDinosaurPoint,2.16,,,
7/25/2022,PachecoPumpingPlant,2.19,,,
8/1/2022,ONeillForeBayBoatLaunch,0.58,,,
8/1/2022,SLRDinosaurPoint,2.58,,,
8/1/2022,PachecoPumpingPlant,3.03,,,
8/8/2022,ONeillForeBayBoatLaunch,1.3,,,
8/8/2022,PachecoPumpingPlant,2.19,,,
8/8/2022,SLRDinosaurPoint,2.87,,,
8/8/2022,ONeillForeBayBoatLaunch,3.98,,,
8/15/2022,ONeillForeBayGianelliPP,0.66,,,
8/15/2022,ONeillForeBayOutletCk13,0.75,,,
8/15/2022,ONeillForeBayBoatLaunch,1.59,,,
8/15/2022,PachecoPumpingPlant,3.13,,,
8/15/2022,SLRDinosaurPoint,9.99,,,
8/22/2022,ONeillForeBayGianelliPP,0.48,,,
8/22/2022,ONeillForeBayOutletCk13,2.11,,,
8/22/2022,ONeillForeBayBoatLaunch,2.27,,,
8/22/2022,PachecoPumpingPlant,4.4,,,
8/22/2022,SLRDinosaurPoint,7.1,,,
8/29/2022,ONeillForeBayBoatLaunch,0.75,,,
8/29/2022,ONeillForeBayOutletCk13,1.99,,,
8/29/2022,SLRDinosaurPoint,3.63,,,
8/29/2022,ONeillForeBayGianelliPP,3.74,,,
8/29/2022,PachecoPumpingPlant,5.1,,,
9/6/2022,ONeillForeBayOutletCk13,0,,,
9/6/2022,ONeillForeBayGianelliPP,0.49,,,
9/6/2022,PachecoPumpingPlant,0.56,,,
9/6/2022,ONeillForeBayBoatLaunch,0.97,,,
9/6/2022,SLRDinosaurPoint,82.5,,,
9/12/2022,ONeillForeBayBoatLaunch,0,,,
9/12/2022,ONeillForeBayGianelliPP,0.35,,,
9/12/2022,PachecoPumpingPlant,0.43,,,
9/12/2022,ONeillForeBayOutletCk13,1.43,,,
9/12/2022,SLRDinosaurPoint,8.21,,,
9/19/2022,ONeillForeBayOutletCk13,0.24,,,
9/19/2022,ONeillForeBayGianelliPP,0.51,,,
9/19/2022,ONeillForeBayBoatLaunch,0.6,,,
9/19/2022,PachecoPumpingPlant,2.12,,,
9/19/2022,SLRDinosaurPoint,2.35,,,
9/26/2022,ONeillForeBayBoatLaunch,0,,,
9/26/2022,ONeillForeBayGianelliPP,0,,,
9/26/2022,ONeillForeBayOutletCk13,0,,,
9/26/2022,PachecoPumpingPlant,1.25,,,
9/26/2022,SLRDinosaurPoint,7.05,,,
10/3/2022,ONeillForeBayGianelliPP,0.62,nr,nr,nr
10/3/2022,PachecoPumpingPlant,1.34,nr,nr,nr
10/3/2022,SLRDinosaurPoint,2.77,nr,nr,nr
10/3/2022,ONeillForeBayOutletCk13,ND*,nr,nr,nr
10/3/2022,ONeillForeBayBoatLaunch,ND*,nr,nr,nr
10/10/2022,ONeillForeBayBoatLaunch,0.31,nr,nr,nr
10/10/2022,PachecoPumpingPlant,0.64,nr,nr,nr
10/10/2022,SLRDinosaurPoint,4.19,nr,nr,nr
10/10/2022,ONeillForeBayGianelliPP,ND*,nr,nr,nr
10/10/2022,ONeillForeBayOutletCk13,ND*,nr,nr,nr
10/17/2022,ONeillForeBayGianelliPP,0.49,nr,nr,nr
10/17/2022,ONeillForeBayOutletCk13,1.82,nr,nr,nr
10/17/2022,PachecoPumpingPlant,1.86,nr,nr,nr
10/17/2022,SLRDinosaurPoint,5.2,nr,nr,nr
10/17/2022,ONeillForeBayBoatLaunch,ND*,nr,nr,nr
10/24/2022,ONeillForeBayGianelliPP,0.49,nr,nr,nr
10/24/2022,SLRDinosaurPoint,1.28,nr,nr,nr
10/24/2022,PachecoPumpingPlant,1.36,nr,nr,nr
10/24/2022,ONeillForeBayOutletCk13,1.82,nr,nr,nr
10/24/2022,ONeillForeBayBoatLaunch,ND*,nr,nr,nr
10/31/2022,SLRDinosaurPoint,0.36,nr,nr,nr
10/31/2022,ONeillForeBayOutletCk13,0.38,nr,nr,nr
10/31/2022,ONeillForeBayGianelliPP,0.47,nr,nr,nr
10/31/2022,PachecoPumpingPlant,ND*,nr,nr,nr
10/31/2022,ONeillForeBayBoatLaunch,ND*,nr,nr,nr
11/7/2022,ONeillForeBayBoatLaunch,0.39,nr,nr,nr
11/7/2022,SLRDinosaurPoint,0.43,npt,npt,npt
11/7/2022,ONeillForeBayOutletCk13,1.19,nr,nr,nr
11/7/2022,ONeillForeBayGianelliPP,ND*,nr,nr,nr
11/14/2022,ONeillForeBayOutletCk13,0.33,nr,nr,nr
11/14/2022,SLRDinosaurPoint,0.6,nr,nr,nr
11/14/2022,ONeillForeBayGianelliPP,ND*,nr,nr,nr
11/14/2022,ONeillForeBayBoatLaunch,ND*,npt,npt,npt
11/21/2022,ONeillForeBayGianelliPP,0.3,nr,nr,nr
11/21/2022,ONeillForeBayOutletCk13,0.4,nr,nr,nr
11/21/2022,SLRDinosaurPoint,1.02,nr,nr,nr
11/21/2022,ONeillForeBayBoatLaunch,ND*,nr,nr,nr
11/28/2022,SLRDinosaurPoint,2.97,nr,nr,nr
11/28/2022,ONeillForeBayOutletCk13,ND*,nr,nr,nr
11/28/2022,ONeillForeBayGianelliPP,ND*,nr,nr,nr
11/28/2022,ONeillForeBayBoatLaunch,ND*,nr,nr,nr
12/5/2022,SLRDinosaurPoint,0.32,nr,nr,nr
12/5/2022,ONeillForeBayOutletCk13,ND*,nr,nr,nr
12/5/2022,ONeillForeBayGianelliPP,ND*,nr,nr,nr
12/5/2022,ONeillForeBayBoatLaunch,ND*,nr,nr,nr
12/12/2022,SLRDinosaurPoint,0.35,nr,nr,nr
12/12/2022,ONeillForeBayOutletCk13,ND*,nr,nr,nr
12/12/2022,ONeillForeBayGianelliPP,ND*,nr,nr,nr
12/12/2022,ONeillForeBayBoatLaunch,ND*,nr,nr,nr
