"","UNQ_ID","CI","CYAN_Date","CI_Actual","CellCount"
"7556","SLR_06",0,2020-05-28,6.30957344480193e-05,6309.57344480193
"7557","SLR_05",0,2020-05-28,6.30957344480193e-05,6309.57344480193
"7558","SLR_04",0,2020-05-28,6.30957344480193e-05,6309.57344480193
"7559","SLR_03",0,2020-05-28,6.30957344480193e-05,6309.57344480193
"7560","SLR_02",0,2020-05-28,6.30957344480193e-05,6309.57344480193
"7561","SLR_01",0,2020-06-03,6.30957344480193e-05,6309.57344480193
"7562","SLR_10",0,2020-06-03,6.30957344480193e-05,6309.57344480193
"7563","SLR_09",0,2020-06-03,6.30957344480193e-05,6309.57344480193
"7564","SLR_08",0,2020-06-03,6.30957344480193e-05,6309.57344480193
"7565","SLR_07",0,2020-06-03,6.30957344480193e-05,6309.57344480193
"7566","SLR_06",0,2020-06-03,6.30957344480193e-05,6309.57344480193
"7567","SLR_05",0,2020-06-03,6.30957344480193e-05,6309.57344480193
"7568","SLR_04",0,2020-06-03,6.30957344480193e-05,6309.57344480193
"7569","SLR_03",0,2020-06-03,6.30957344480193e-05,6309.57344480193
"7570","SLR_02",0,2020-06-03,6.30957344480193e-05,6309.57344480193
"7571","SLR_01",0,2020-06-04,6.30957344480193e-05,6309.57344480193
"7572","SLR_10",0,2020-06-04,6.30957344480193e-05,6309.57344480193
"7573","SLR_09",0,2020-06-04,6.30957344480193e-05,6309.57344480193
"7574","SLR_08",0,2020-06-04,6.30957344480193e-05,6309.57344480193
"7575","SLR_07",0,2020-06-04,6.30957344480193e-05,6309.57344480193
"7576","SLR_06",0,2020-06-04,6.30957344480193e-05,6309.57344480193
"7577","SLR_05",0,2020-06-04,6.30957344480193e-05,6309.57344480193
"7578","SLR_04",0,2020-06-04,6.30957344480193e-05,6309.57344480193
"7579","SLR_03",0,2020-06-04,6.30957344480193e-05,6309.57344480193
"7580","SLR_02",0,2020-06-04,6.30957344480193e-05,6309.57344480193
"7581","SLR_01",0,2020-06-05,6.30957344480193e-05,6309.57344480193
